location,scale,p
3.584695,0.1377218,0.000015
3.7232983,0.2270725,0.0000132
3.5975521,0.163635,0.000018
3.5676989,0.1549487,0.0000171
3.6215852,0.163678,0.0000108
3.6368309,0.208477,0.0000103
3.5468593,0.1637654,0.0000101
3.51825,0.1178253,0.0000083
3.5307502,0.1304121,0.0000123
3.5842409,0.1474753,0.0000119
3.5866879,0.1720552,0.0000184
3.4933543,0.1275019,0.0000124
3.5858015,0.1630227,0.0000195
3.5989506,0.1402863,0.0000174
3.5846597,0.176923,0.0000082
3.5435383,0.1407117,0.000014
3.5004209,0.1040935,0.0000098
3.5571918,0.1721204,0.0000107
3.5554611,0.1803108,0.0000127
3.5954074,0.1758469,0.0000142
3.6476871,0.2018646,0.0000179
3.6461387,0.2083672,0.0000108
3.6004125,0.1928843,0.0000198
3.5665616,0.1298469,0.0000131
3.6695901,0.2184461,0.000012
3.6204046,0.2039501,0.0000133
3.6205341,0.181132,0.0000115
3.5997219,0.1957994,0.0000151
3.6830951,0.1988139,0.000014
3.6067912,0.1797123,0.0000085
3.6179506,0.1672017,0.0000235
3.7038211,0.2496344,0.0000197
3.4804716,0.0923955,0.0000105
3.6042664,0.1885308,0.0000189
3.5101939,0.139283,0.0000109
3.6625718,0.2002504,0.0000101
3.5624395,0.1570718,0.0000191
3.676127,0.1777019,0.0000166
3.582995,0.169183,0.0000196
3.6375884,0.1855708,0.0000171
3.5810594,0.170381,0.0000091
3.6057093,0.1432713,0.0000091
3.6508317,0.178289,0.0000149
3.5685944,0.133662,0.000013
3.5754579,0.1544508,0.0000136
3.5648866,0.1442483,0.0000122
3.5682048,0.1409041,0.0000137
3.533569,0.1471156,0.0000122
3.6674223,0.1632298,0.0000121
3.5708584,0.1388847,0.0000127
3.6915046,0.1631812,0.0000165
3.642771,0.233116,0.0000116
3.5465542,0.144589,0.0000127
3.6118592,0.1557232,0.0000125
3.5968391,0.1508299,0.0000134
3.748424,0.252224,0.0000155
3.5919016,0.121978,0.0000199
3.5298745,0.1485137,0.000012
3.5132819,0.1410746,0.0000106
3.6091666,0.1731668,0.0000184
3.6053648,0.1775685,0.0000138
3.7031704,0.172479,0.0000129
3.665462,0.2140114,0.0000174
3.5150247,0.1039564,0.0000104
3.5511727,0.1536254,0.0000075
3.7065398,0.249394,0.0000153
3.5420065,0.1565791,0.0000146
3.656892,0.1928711,0.0000159
3.5336986,0.1272295,0.000013
3.6455472,0.16497,0.0000126
3.5694785,0.1694111,0.0000083
3.5826372,0.169137,0.0000122
3.6739273,0.1823231,0.0000176
3.5915597,0.1703442,0.0000119
3.6144851,0.1734297,0.0000105
3.5955554,0.1998922,0.0000097
3.5600871,0.1915391,0.0000108
3.6422833,0.1633315,0.0000189
3.6519289,0.1975814,0.0000129
3.6841372,0.1968603,0.0000115
3.5665183,0.1560418,0.0000151
3.6420645,0.1752545,0.0000157
3.5231467,0.1403879,0.0000068
3.6103172,0.1646206,0.0000178
3.5404565,0.1277639,0.0000192
3.5839048,0.1712261,0.0000111
3.5376151,0.1228928,0.0000113
3.5523468,0.1219641,0.0000093
3.6084799,0.1819945,0.0000138
3.5493836,0.1494429,0.0000116
3.670595,0.2024456,0.0000107
3.6729651,0.2012469,0.0000189
3.6303851,0.1482187,0.0000146
3.6114127,0.1519429,0.0000116
3.5354202,0.1449941,0.0000099
3.5574626,0.133851,0.0000198
3.6069553,0.1775201,0.0000086
3.5717853,0.1738422,0.000015
3.5354505,0.1301112,0.0000155
3.5635209,0.1253415,0.000013
3.5832919,0.1283437,0.0000136
3.498575,0.1387825,0.00001
3.531025,0.126387,0.0000168
3.5981311,0.1935214,0.0000171
3.5708001,0.1940948,0.0000092
3.6189371,0.1751352,0.0000127
3.5595193,0.1362065,0.0000124
3.523144,0.1224181,0.00001
3.6145643,0.1693684,0.0000139
3.549047,0.1719859,0.0000106
3.7108356,0.2499845,0.0000166
3.5581156,0.1659318,0.0000113
3.6012109,0.1537641,0.0000159
3.6939069,0.2203953,0.000015
3.6690498,0.2146718,0.0000173
3.5918994,0.1421106,0.0000081
3.5356539,0.1495366,0.0000144
3.5643617,0.1306089,0.0000119
3.588444,0.1540158,0.0000144
3.5999657,0.1529765,0.0000148
3.6315277,0.172948,0.0000122
3.6602486,0.123307,0.0000165
3.5382277,0.1409627,0.0000132
3.5290738,0.1521125,0.0000083
3.5489522,0.1351121,0.0000103
3.5582756,0.1510615,0.0000113
3.568518,0.1383221,0.0000099
3.6589583,0.2150645,0.0000134
3.634931,0.16045,0.0000219
3.5593046,0.1715334,0.0000137
3.6042829,0.158255,0.0000184
3.5741664,0.1675967,0.0000137
3.5883962,0.1623378,0.0000127
3.5354969,0.1225593,0.0000129
3.6000366,0.1763813,0.0000147
3.551688,0.1383367,0.0000097
3.658919,0.2127215,0.0000179
3.6345826,0.1572137,0.0000142
3.6249388,0.1960946,0.0000116
3.5699824,0.1185919,0.000012
3.5031794,0.1076675,0.00001
3.6445709,0.1954881,0.000013
3.643957,0.1506518,0.0000241
3.7341369,0.1938561,0.000019
3.6026294,0.2012787,0.0000098
3.5164366,0.1153549,0.0000172
3.5248696,0.1433679,0.0000109
3.5553437,0.1510822,0.0000104
3.5339478,0.1317444,0.0000105
3.5974749,0.137909,0.0000112
3.652989,0.2083205,0.0000132
3.536624,0.1229408,0.0000185
3.6501741,0.2004217,0.0000158
3.5650512,0.1633335,0.000017
3.5852873,0.1850367,0.0000095
3.5449191,0.1568017,0.0000102
3.6354803,0.1867946,0.0000141
3.5984992,0.1717914,0.0000081
3.6281526,0.1876312,0.0000146
3.6459783,0.1865104,0.0000258
3.6390977,0.1768304,0.0000192
3.5436016,0.1146362,0.0000171
3.5325802,0.1302953,0.0000103
3.5212686,0.1291072,0.0000095
3.5790976,0.1656224,0.0000148
3.59924,0.1797893,0.0000152
3.5670459,0.1555617,0.000016
3.5122095,0.1331201,0.0000122
3.5408102,0.1614945,0.0000141
3.5820138,0.1693089,0.0000132
3.6981246,0.2378945,0.0000129
3.6116113,0.1741668,0.0000114
3.6765236,0.2234672,0.0000147
3.6053079,0.1825891,0.0000145
3.5163914,0.1308552,0.0000096
3.5960292,0.1873088,0.0000192
3.5657637,0.1696952,0.0000111
3.6366463,0.1722449,0.0000167
3.7955563,0.273473,0.0000212
3.6532095,0.2124809,0.0000162
3.5719841,0.1661751,0.0000145
3.6293298,0.1867515,0.0000165
3.5716147,0.1472756,0.0000167
3.5449477,0.1412305,0.0000131
3.552914,0.1650502,0.0000164
3.6357467,0.1825585,0.0000087
3.5486823,0.1480789,0.0000086
3.5425562,0.1379497,0.00001
3.5958564,0.1729568,0.0000132
3.5205391,0.1046329,0.0000093
3.6359767,0.1678842,0.0000129
3.6825466,0.1879194,0.0000173
3.5719416,0.1466307,0.0000107
3.5393814,0.0999267,0.0000117
3.6840857,0.2434525,0.0000212
3.6004574,0.1865835,0.0000101
3.5579738,0.1466178,0.0000097
3.5905312,0.1544864,0.0000123
3.5236607,0.1498023,0.0000118
3.5730546,0.0990768,0.0000164
3.5949781,0.1271738,0.000013
3.5992001,0.1657324,0.0000101
3.6681251,0.2110084,0.0000191
3.5338971,0.1641595,0.0000091
3.5782247,0.1579687,0.0000173
3.6062135,0.201747,0.000016
3.5795184,0.1674875,0.0000105
3.5835704,0.1462111,0.0000158
3.671932,0.1826215,0.0000085
3.5741161,0.1332314,0.0000104
3.6024466,0.1599649,0.0000057
3.6728226,0.2042688,0.0000144
3.7284402,0.245958,0.0000167
3.8016867,0.2599355,0.0000272
3.6456686,0.1722712,0.0000135
3.549272,0.1306598,0.0000139
3.562344,0.1263387,0.0000099
3.5558546,0.1779952,0.000017
3.5577256,0.1381358,0.0000126
3.6130376,0.1711737,0.0000127
3.5739695,0.1702136,0.0000068
3.5596392,0.1446096,0.0000137
3.5521204,0.1403973,0.000014
3.5843283,0.1636359,0.0000104
3.5799086,0.1539461,0.0000125
3.6277372,0.1757783,0.000012
3.5830449,0.1414848,0.0000183
3.6540632,0.1663997,0.0000153
3.5563202,0.1295032,0.0000158
3.6177857,0.2042578,0.0000124
3.5608555,0.1376867,0.0000135
3.6709066,0.2110346,0.0000132
3.6082515,0.1648971,0.000009
3.6845058,0.2266887,0.0000139
3.5671724,0.1316552,0.0000159
3.7151001,0.2498211,0.0000157
3.6023144,0.1700071,0.0000125
3.5939358,0.2078349,0.0000114
3.5199381,0.1291802,0.0000164
3.5299507,0.1517805,0.0000147
3.5430348,0.1561402,0.0000063
3.5650055,0.1647167,0.000012
3.69655,0.2132142,0.0000172
3.5879851,0.1631654,0.0000117
3.5886495,0.1531926,0.0000133
3.7195017,0.2197986,0.0000165
3.592894,0.1726855,0.000013
3.5628979,0.1578084,0.0000126
3.6479154,0.2240304,0.0000118
3.5114271,0.1330495,0.0000135
3.5475309,0.1366932,0.0000083
3.5397749,0.1244522,0.0000162
3.583472,0.1881279,0.0000111
3.5661205,0.1307736,0.0000224
3.6402928,0.181646,0.0000169
3.5767283,0.1638833,0.0000154
3.5630508,0.1249648,0.0000127
3.5817893,0.1858081,0.0000124
3.5010975,0.182861,0.0000141
3.6046992,0.1341031,0.0000151
3.5462853,0.1363641,0.0000111
3.6598446,0.1914703,0.0000184
3.6728351,0.2147618,0.0000173
3.5788975,0.1386177,0.0000134
3.5240824,0.1318773,0.0000139
3.5717319,0.135976,0.0000191
3.5508338,0.1465531,0.0000159
3.631671,0.1831668,0.0000158
3.5685865,0.1253193,0.0000113
3.6380878,0.1999987,0.0000164
3.6442825,0.2001419,0.0000193
3.6077402,0.1943506,0.0000147
3.5869173,0.1522679,0.0000173
3.5287806,0.1737777,0.0000128
3.6464268,0.2252147,0.0000116
3.5980424,0.1518445,0.0000128
3.6027273,0.1551817,0.0000101
3.5640044,0.1631435,0.0000155
3.6456661,0.1782811,0.0000198
3.6500928,0.2096098,0.0000218
3.5078765,0.1377108,0.000015
3.5818395,0.1834136,0.0000102
3.5839366,0.1636413,0.0000195
3.5265532,0.1268905,0.0000109
3.6752372,0.2040088,0.000015
3.5518771,0.1548295,0.0000162
3.6090942,0.1775619,0.0000105
3.5846977,0.2089525,0.0000113
3.6042976,0.1629368,0.0000156
3.5204749,0.1182523,0.0000113
3.6943725,0.2017104,0.0000219
3.6427966,0.2047676,0.0000114
3.7314328,0.2312763,0.000019
3.6906457,0.2456801,0.000015
3.6033346,0.1892433,0.0000129
3.5602333,0.1326999,0.0000121
3.6686323,0.1693971,0.0000169
3.5599905,0.139375,0.0000083
3.6227208,0.1893894,0.0000114
3.5549533,0.1724717,0.0000136
3.5781531,0.1438688,0.0000155
3.5892429,0.1462142,0.0000176
3.5343509,0.1492482,0.0000203
3.5405581,0.157984,0.0000084
3.5259448,0.1307507,0.0000138
3.6007964,0.186963,0.0000172
3.5987797,0.1684507,0.000012
3.5795716,0.1439583,0.0000113
3.5339566,0.1471647,0.0000153
3.5671052,0.1900574,0.0000209
3.5342249,0.1658442,0.0000095
3.622692,0.196598,0.0000152
3.5566258,0.1701337,0.0000151
3.7643434,0.263676,0.0000182
3.5653993,0.1481102,0.0000151
3.5697888,0.1877689,0.0000137
3.5910137,0.1248122,0.0000123
3.6305727,0.2163496,0.0000171
3.6144696,0.2034731,0.0000111
3.6514815,0.1787795,0.0000192
3.6329472,0.1865287,0.0000164
3.7388099,0.2699722,0.0000178
3.5943113,0.1785589,0.0000171
3.5697659,0.1635369,0.0000175
3.5881611,0.1445237,0.000009
3.5922087,0.1685601,0.0000128
3.6988367,0.2237602,0.0000215
3.5596678,0.12655,0.0000166
3.5246976,0.1486639,0.0000198
3.57884,0.1752766,0.0000102
3.5794802,0.153431,0.0000137
3.6605917,0.17353,0.0000141
3.5904007,0.1616925,0.0000162
3.7047047,0.250681,0.0000127
3.5701369,0.1430633,0.0000075
3.574793,0.1643159,0.0000128
3.5656468,0.1433662,0.0000153
3.5812115,0.1704201,0.0000165
3.5014587,0.1322036,0.0000095
3.5864691,0.1487964,0.000015
3.490501,0.0920522,0.0000108
3.5692181,0.1878088,0.0000145
3.4948725,0.1334927,0.0000106
3.524086,0.1542298,0.0000109
3.5580755,0.1595249,0.000013
3.6065489,0.1793422,0.0000142
3.5584156,0.1156431,0.0000095
3.6428911,0.1672774,0.0000107
3.5890997,0.1414515,0.0000166
3.6075884,0.1534437,0.0000162
3.545979,0.1517916,0.0000114
3.6623185,0.2071999,0.0000182
3.5722502,0.1656174,0.0000156
3.5888728,0.1254822,0.0000093
3.579002,0.1569675,0.0000147
3.5268774,0.1579005,0.0000121
3.5938161,0.1210916,0.0000153
3.6538229,0.2080858,0.0000231
3.547059,0.1600405,0.0000142
3.5073489,0.0980455,0.0000151
3.5962187,0.1758299,0.0000112
3.5233357,0.1095724,0.0000147
3.5874056,0.1460515,0.0000097
3.6405544,0.1646917,0.0000138
3.5908994,0.1326808,0.0000091
3.5847083,0.1631184,0.0000162
3.5628949,0.1431684,0.0000118
3.6265122,0.1772552,0.0000109
3.6936251,0.2028822,0.0000121
3.5381668,0.153154,0.0000148
3.6051035,0.2162927,0.000014
3.6403636,0.2039595,0.000016
3.612669,0.1818248,0.000011
3.5786793,0.1521539,0.0000132
3.5679661,0.1012693,0.0000113
3.5958066,0.1669118,0.0000164
3.6998446,0.2336789,0.0000107
3.5352687,0.1330899,0.0000147
3.5486144,0.1269495,0.0000129
3.6785446,0.2141498,0.0000141
3.5960666,0.1368957,0.0000069
3.7009462,0.2248636,0.0000191
3.5692971,0.1633652,0.0000139
3.6761075,0.223825,0.0000124
3.5120565,0.1167494,0.0000113
3.5527724,0.1582723,0.0000131
3.5866799,0.1929071,0.0000114
3.5449326,0.1296747,0.0000096
3.5494683,0.1215807,0.0000136
3.6504388,0.1940719,0.0000192
3.5489103,0.1604591,0.0000129
3.6058796,0.2009299,0.0000133
3.574164,0.145889,0.0000117
3.636125,0.1912926,0.000016
3.6492054,0.1581509,0.0000191
3.5571906,0.1551899,0.0000139
3.6026969,0.1496422,0.0000081
3.6282186,0.1940533,0.0000164
3.5753902,0.1542366,0.000018
3.6362025,0.1936202,0.0000176
3.6840295,0.1975521,0.0000165
3.6012906,0.1732289,0.0000178
3.6193015,0.1768359,0.0000126
3.5170823,0.1352547,0.0000199
3.5450885,0.1608745,0.0000199
3.5196618,0.1203736,0.0000114
3.5279323,0.1327673,0.0000141
3.5770201,0.159843,0.0000124
3.5582587,0.1670795,0.0000074
3.6067711,0.192774,0.0000122
3.527235,0.1583704,0.0000113
3.5437026,0.1475178,0.000014
3.5689002,0.157324,0.0000087
3.657063,0.2012861,0.0000111
3.5845765,0.1789495,0.0000128
3.5612987,0.1474234,0.0000229
3.5749099,0.156273,0.0000099
3.6434472,0.1596979,0.0000204
3.5948776,0.1632342,0.000013
3.4791787,0.1200585,0.0000112
3.5081312,0.1402821,0.0000097
3.5767303,0.1747081,0.0000133
3.6254416,0.2050405,0.000012
3.5655651,0.16358,0.0000085
3.5543232,0.1407061,0.0000117
3.5764978,0.1599332,0.0000125
3.5420417,0.1370084,0.0000091
3.617726,0.1696594,0.0000127
3.5726062,0.1113423,0.0000145
3.578837,0.1907616,0.000015
3.6120286,0.1989114,0.0000167
3.5735135,0.160898,0.0000143
3.6074293,0.2171728,0.000011
3.5895854,0.1379968,0.0000114
3.6325027,0.2224464,0.0000177
3.5726689,0.1543262,0.000013
3.5708353,0.1737469,0.0000074
3.578963,0.12143,0.000011
3.4741612,0.095903,0.000016
3.5115506,0.1488339,0.0000149
3.5549483,0.1599381,0.0000127
3.6624487,0.1901868,0.0000106
3.6678205,0.2083973,0.0000102
3.5431705,0.1251214,0.0000139
3.5950353,0.1442552,0.0000173
3.5319258,0.1060546,0.0000154
3.6461901,0.1909281,0.0000162
3.5393642,0.1209947,0.0000117
3.7028878,0.2119593,0.000015
3.5332921,0.175643,0.0000107
3.6245432,0.1491835,0.0000204
3.6856912,0.1780521,0.000015
3.6970113,0.2127615,0.0000134
3.5674012,0.1482665,0.00001
3.6172503,0.170438,0.000015
3.528977,0.125218,0.0000174
3.6304754,0.1732381,0.0000208
3.8225898,0.2605231,0.0000183
3.5378185,0.131506,0.0000154
3.5963544,0.1668378,0.0000147
3.5669411,0.1080405,0.0000139
3.7113567,0.1820409,0.0000171
3.6440426,0.1982111,0.0000244
3.6760511,0.1931402,0.0000148
3.5333197,0.1534043,0.0000118
3.621319,0.1758715,0.0000183
3.5739904,0.1604877,0.0000142
3.5112127,0.1161209,0.000017
3.4784105,0.0971609,0.0000128
3.5446731,0.145258,0.0000129
3.6324342,0.1917578,0.0000154
3.5928225,0.1651465,0.0000105
3.5707839,0.1690428,0.0000205
3.6159386,0.2126542,0.0000157
3.5360624,0.1417872,0.0000143
3.5290926,0.1220051,0.0000175
3.6179527,0.1649776,0.0000156
3.6497782,0.1958836,0.0000097
3.5572733,0.1207283,0.000017
3.6405946,0.2145866,0.0000072
3.5011885,0.0896079,0.0000129
3.6484381,0.1712455,0.0000119
3.5652426,0.1556407,0.0000116
3.6102913,0.1433952,0.0000156
3.6503763,0.1782354,0.0000125
3.5413893,0.1497595,0.0000148
3.6339336,0.188919,0.0000163
3.5754659,0.1424153,0.00001
3.6395294,0.1815183,0.0000214
3.4994283,0.1414639,0.0000119
3.6752718,0.2390875,0.0000193
3.5233626,0.1371708,0.0000076
3.59749,0.1627708,0.0000118
3.5654791,0.1372846,0.000012
3.5907478,0.1637289,0.0000087
3.582679,0.1534191,0.0000168
3.5555938,0.1935629,0.0000181
3.5941155,0.190785,0.000013
3.671648,0.2250507,0.0000103
3.5301439,0.1562705,0.0000148
3.6421564,0.1745603,0.0000109
3.6191557,0.1866712,0.000015
3.4786326,0.1219864,0.0000104
3.5989162,0.1604651,0.0000124
3.5831544,0.1522906,0.0000137
3.5457767,0.1171782,0.0000079
3.5236381,0.1275748,0.0000154
3.5717686,0.1431381,0.0000156
3.5790238,0.1641443,0.0000136
3.5764609,0.1277686,0.0000104
3.5526616,0.1482674,0.0000091
3.5868544,0.1773665,0.000012
3.4896358,0.0996569,0.0000135
3.5921487,0.1381286,0.0000119
3.5749004,0.1465895,0.0000121
3.5626801,0.1560837,0.0000167
3.5512866,0.1344089,0.0000108
3.5401867,0.114396,0.0000122
3.5511385,0.1299151,0.0000125
3.561868,0.1061313,0.000012
3.5396667,0.1432404,0.0000095
3.5481624,0.1140578,0.0000146
3.6031488,0.1594117,0.000016
3.5871409,0.1782989,0.0000109
3.6462267,0.1717292,0.0000091
3.5236493,0.1100606,0.0000118
3.5617658,0.163084,0.000011
3.5813856,0.1734187,0.0000123
3.6385569,0.1726666,0.0000136
3.5323593,0.1246718,0.0000128
3.6065732,0.1649756,0.0000198
3.5890664,0.2037346,0.0000141
3.5547891,0.1454775,0.0000106
3.60129,0.1536072,0.0000131
3.5957358,0.1324667,0.000012
3.6947216,0.2101181,0.0000116
3.622271,0.1854774,0.0000117
3.5525396,0.1551177,0.0000089
3.6434651,0.1873047,0.0000181
3.6831298,0.2244169,0.0000174
3.6553704,0.22438,0.0000145
3.5319994,0.0918833,0.0000121
3.5641903,0.1442533,0.0000116
3.6126355,0.1600668,0.0000112
3.6408089,0.20314,0.0000163
3.5813744,0.109142,0.0000181
3.6026653,0.1799124,0.0000159
3.63155,0.1778473,0.0000201
3.6529376,0.2049996,0.0000149
3.4993965,0.1373283,0.0000084
3.5084949,0.1523407,0.0000086
3.6126709,0.1631124,0.0000184
3.5681316,0.1235184,0.0000162
3.5828105,0.1290558,0.0000125
3.4988964,0.1253652,0.0000118
3.588686,0.1856493,0.0000153
3.5586176,0.1664202,0.0000079
3.5317815,0.1471464,0.0000141
3.4987671,0.1122,0.0000106
3.5681181,0.1410483,0.0000134
3.5895089,0.1963588,0.0000161
3.7409364,0.2072421,0.0000135
3.5623991,0.166129,0.0000108
3.6446256,0.1715959,0.0000113
3.57472,0.1575449,0.0000145
3.614652,0.1758917,0.0000099
3.6711384,0.1956499,0.0000171
3.6826314,0.2086148,0.000009
3.5447945,0.1403284,0.0000166
3.5565372,0.1636255,0.000011
3.5761095,0.197234,0.0000076
3.5261692,0.1302741,0.0000141
3.5135782,0.1400428,0.0000159
3.6865689,0.2158882,0.0000164
3.622512,0.1630572,0.000018
3.6132206,0.1799099,0.000007
3.6420215,0.1909531,0.0000121
3.5985839,0.185068,0.0000188
3.5656248,0.18588,0.0000153
3.4948746,0.0934851,0.0000211
3.6096018,0.1802604,0.0000157
3.6404416,0.1596208,0.0000111
3.6884329,0.239026,0.0000158
3.6137269,0.17961,0.0000159
3.6223215,0.1637746,0.0000145
3.5479825,0.1363689,0.0000104
3.6562519,0.212743,0.0000139
3.6138377,0.1854753,0.000011
3.6016993,0.133373,0.0000093
3.594672,0.1659234,0.0000185
3.6880943,0.1608952,0.0000159
3.5332605,0.1070414,0.0000143
3.5770036,0.1796736,0.0000119
3.6161287,0.1818485,0.0000217
3.5862767,0.163943,0.0000141
3.5475716,0.1843792,0.0000144
3.6527529,0.1425006,0.0000127
3.5780769,0.1688824,0.000008
3.6021842,0.1699653,0.0000127
3.5997868,0.1613665,0.0000163
3.5355282,0.1272289,0.0000119
3.6013962,0.1743709,0.0000178
3.5512097,0.1302813,0.0000078
3.6246021,0.1955607,0.0000094
3.5750058,0.1238503,0.0000138
3.5400602,0.1356964,0.0000097
3.7594042,0.2802053,0.0000234
3.5529829,0.1622099,0.0000123
3.6529396,0.1787639,0.0000185
3.6400086,0.1964383,0.0000151
3.5346287,0.1382227,0.0000126
3.626421,0.1582165,0.0000087
3.7210558,0.2177686,0.0000142
3.5875438,0.1341939,0.0000097
3.5376218,0.1519032,0.0000149
3.6297403,0.1946742,0.0000174
3.5979719,0.2136922,0.0000121
3.5284553,0.1043662,0.0000128
3.59269,0.1516031,0.0000109
3.5825296,0.1082672,0.0000114
3.6257209,0.1618347,0.0000047
3.5672695,0.1072836,0.0000128
3.6205247,0.200073,0.0000139
3.6170667,0.1784426,0.0000258
3.5581475,0.1544855,0.000019
3.5649748,0.1320997,0.0000168
3.5957303,0.1704244,0.0000095
3.5523477,0.1884905,0.0000083
3.6289377,0.2153447,0.000016
3.5660463,0.1494525,0.000016
3.5836212,0.1469377,0.0000064
3.5729784,0.1592618,0.0000141
3.6197222,0.1847132,0.0000132
3.5849287,0.1604884,0.0000161
3.5384006,0.1726803,0.0000161
3.6113877,0.21707,0.0000202
3.5698732,0.1220163,0.000014
3.5720031,0.1539697,0.0000148
3.5387914,0.1368042,0.0000144
3.6354968,0.2188719,0.0000137
3.638169,0.1957154,0.0000128
3.6320139,0.1870142,0.0000154
3.5966343,0.1420566,0.0000192
3.5467158,0.1197662,0.0000143
3.5900169,0.1368218,0.0000147
3.5523742,0.1487128,0.0000101
3.6034571,0.178351,0.0000138
3.5612465,0.1742791,0.0000093
3.5415455,0.1470684,0.000012
3.5545979,0.1573229,0.0000153
3.5601164,0.1436035,0.000013
3.551504,0.1463427,0.0000175
3.5084914,0.1383103,0.0000136
3.5548913,0.1116488,0.0000184
3.5797006,0.150578,0.0000139
3.5718793,0.136742,0.0000094
3.59181,0.1769983,0.0000195
3.6316522,0.1987833,0.0000242
3.570094,0.1575518,0.0000125
3.5792311,0.1564718,0.0000167
3.5213145,0.1247366,0.0000109
3.535536,0.1546112,0.0000123
3.5374299,0.1403238,0.000014
3.5768431,0.1403883,0.0000148
3.5554708,0.1039287,0.0000173
3.5804094,0.1976743,0.0000117
3.5401113,0.133694,0.0000124
3.607955,0.1639993,0.000008
3.5460129,0.1291695,0.0000114
3.562849,0.134117,0.0000187
3.5500403,0.1623572,0.0000108
3.5413677,0.1333744,0.0000139
3.5795682,0.189303,0.000014
3.5344834,0.1193406,0.0000183
3.5701566,0.148859,0.000013
3.5825303,0.1511257,0.0000157
3.5022178,0.1062194,0.0000087
3.6810402,0.212561,0.0000185
3.7250738,0.1914128,0.0000144
3.6285694,0.1928524,0.0000103
3.6972466,0.2479427,0.0000181
3.5595142,0.132533,0.0000145
3.5245579,0.1021119,0.0000098
3.5483173,0.1524364,0.0000166
3.681064,0.2070854,0.0000159
3.6007017,0.11995,0.0000181
3.5374644,0.125442,0.0000172
3.6571109,0.206142,0.0000158
3.6069588,0.1627422,0.0000104
3.5559712,0.126479,0.0000093
3.5610448,0.1759797,0.0000182
3.596418,0.1346074,0.0000156
3.6190335,0.1563033,0.0000152
3.5702401,0.1504522,0.0000202
3.4849149,0.0872678,0.0000122
3.5221735,0.1353911,0.0000187
3.5042833,0.1074547,0.0000089
3.5024619,0.1293762,0.000016
3.605214,0.1484193,0.0000166
3.5301385,0.1392211,0.0000092
3.5651097,0.1541038,0.0000093
3.7324895,0.1953827,0.0000157
3.5546983,0.1332279,0.0000088
3.5778126,0.1781096,0.000016
3.6937931,0.1760134,0.0000182
3.5254578,0.1510448,0.0000093
3.6054978,0.1836982,0.0000156
3.603369,0.143668,0.0000117
3.5920025,0.2049358,0.0000178
3.5043056,0.1213086,0.0000133
3.6081866,0.1785383,0.0000118
3.5423376,0.1473979,0.0000091
3.7303517,0.2237649,0.0000176
3.5781392,0.179212,0.0000126
3.6033799,0.1309599,0.0000079
3.6200899,0.1675805,0.0000147
3.5851379,0.1613973,0.0000114
3.5935751,0.1532795,0.0000152
3.6059343,0.1732723,0.0000221
3.5343497,0.1287255,0.00001
3.5750605,0.1435455,0.0000177
3.5991329,0.1714727,0.0000141
3.6164992,0.1601102,0.0000184
3.6894029,0.2243842,0.0000136
3.5675583,0.1446421,0.0000146
3.6312146,0.1565659,0.0000173
3.6476667,0.1642759,0.0000136
3.6489314,0.1921961,0.0000169
3.5325416,0.152075,0.0000167
3.5615711,0.2060583,0.0000156
3.5355224,0.1234433,0.0000098
3.5938837,0.1497666,0.0000186
3.5644697,0.1716277,0.0000143
3.6050905,0.1903543,0.0000203
3.5778038,0.1566976,0.0000195
3.5990003,0.1669209,0.0000171
3.6702494,0.2327277,0.0000157
3.6244443,0.1745068,0.0000105
3.5904305,0.1567513,0.0000195
3.5596627,0.1931298,0.0000116
3.7429876,0.221452,0.0000146
3.6034907,0.1880394,0.0000134
3.5686832,0.1297718,0.0000124
3.5540045,0.1448232,0.0000088
3.5778995,0.1680174,0.0000103
3.6237522,0.1906238,0.0000127
3.5654079,0.1724986,0.0000132
3.5106375,0.1391702,0.0000167
3.5461449,0.1309294,0.0000121
3.5638498,0.1919265,0.0000143
3.5574817,0.1505834,0.0000158
3.5262845,0.1279062,0.0000162
3.5333974,0.122079,0.0000157
3.5894789,0.1807149,0.0000088
3.5307796,0.1321799,0.0000108
3.648145,0.2004779,0.0000127
3.5035743,0.1231408,0.0000098
3.5956756,0.1895087,0.0000129
3.5176277,0.1085858,0.0000122
3.5577123,0.1533709,0.0000111
3.6113666,0.154785,0.0000162
3.575801,0.1656116,0.0000126
3.6768085,0.198121,0.0000112
3.6196935,0.1833158,0.000014
3.5040159,0.1253964,0.0000135
3.615687,0.1982402,0.0000097
3.5308914,0.1622576,0.0000115
3.6283655,0.1805954,0.0000141
3.5752494,0.1869666,0.000016
3.6745957,0.1897756,0.0000117
3.5720654,0.1333009,0.0000119
3.5643137,0.146341,0.0000142
3.6100727,0.1645965,0.000018
3.5378787,0.1445788,0.0000173
3.5837974,0.1527454,0.0000156
3.6091807,0.1452767,0.0000115
3.5805874,0.1635482,0.0000115
3.5521223,0.124141,0.00001
3.5632074,0.1060626,0.0000168
3.5073719,0.1228067,0.0000128
3.5328941,0.1394125,0.0000152
3.5114196,0.1228176,0.0000119
3.5495413,0.1343009,0.0000085
3.5106414,0.1554113,0.0000127
3.5460609,0.131421,0.0000138
3.5873105,0.1673595,0.0000135
3.6172096,0.2062167,0.0000134
3.5050979,0.122034,0.0000091
3.5732126,0.1662076,0.0000133
3.5506619,0.1338127,0.0000153
3.7284299,0.201828,0.0000085
3.523084,0.1168155,0.0000113
